	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
GXYLT1	2.44791088683512e-07	-0.118657773928943	0.032	0.118	0.00416683391157074
LPGAT1	4.94635943931834e-05	-0.118670773802034	0.129	0.22	0.841969303760768
SMU1	1.98438552112006e-05	-0.118673651362274	0.151	0.253	0.337782103405056
SMCO4	3.90005815380675e-05	-0.118676399983702	0.163	0.265	0.663867898940985
H3C8	7.81086231562318e-05	-0.118725557136475	0.015	0.064	1
DVL2	2.48592523399867e-06	-0.118727380490375	0.041	0.121	0.0423154193331253
RASAL1	1.2128915375729e-05	-0.118796334728213	0.085	0.173	0.20645839752566
SNAPIN	0.000907033100242797	-0.118796334728213	0.263	0.345	1
CFAP221	4.13847396123758e-07	-0.118796334728213	0.02	0.095	0.00704451037681861
SHISA5	1.34320918780996e-05	-0.118848629972111	0.268	0.391	0.228641067949011
SEMA3C	0.000101329871066259	-0.118855574469568	0.151	0.241	1
AIDA	1.44801124938571e-05	-0.118858318146017	0.139	0.241	0.246480474870436
ARHGEF40	3.21360201308231e-06	-0.118864645769722	0.049	0.13	0.0547019334666871
PJA2	7.31712121094642e-06	-0.118922692953902	0.112	0.212	0.12455203725273
P3H1	2.03847295221257e-07	-0.119004641075472	0.029	0.115	0.00346988865925624
ELF2	4.04984903591091e-06	-0.119035686871589	0.159	0.273	0.0689365302892755
MLLT3	0.00045456247263704	-0.119081604545228	0.222	0.311	1
SCMH1	5.98741324272437e-06	-0.119131634667177	0.068	0.154	0.101917748217654
STK35	2.73636384794585e-07	-0.119140251161911	0.039	0.128	0.00465783854197343
WHAMM	2.39829522206122e-05	-0.11919686083875	0.071	0.15	0.40823781269926
STMP1	0.0229570273004523	-0.11922236090686	0.524	0.558	1
SLC66A3	2.79325372348367e-05	-0.119239490941462	0.115	0.206	0.47546764881139
NEU4	2.64532578198986e-09	-0.119298928372344	0	0.081	4.50287354610314e-05
USP39	4.98684314946561e-05	-0.119300619275974	0.129	0.219	0.848860440902036
CBR3	0.00762168878835138	-0.11932554562539	0.063	0.105	1
DYNLL1	0.00814279098671636	-0.119350739389429	0.929	0.945	1
CDK13	0.000449600397563858	-0.119361223703171	0.134	0.209	1
TEAD3	7.67372159940004e-06	-0.119436252698735	0.105	0.202	0.130622089064988
XPA	5.40504653904278e-05	-0.119436252698735	0.112	0.197	0.920047021875863
PACS2	1.8688126050977e-05	-0.119451926414896	0.09	0.177	0.318109281639731
BCL2L15	0.000643169815813605	-0.119487064343895	0.266	0.356	1
VPS53	3.68398458617202e-05	-0.119514272061212	0.093	0.176	0.627087856258201
C1orf122	0.00112342555879601	-0.11953080383736	0.241	0.322	1
RCCD1	1.82612373251201e-06	-0.119551079731505	0.044	0.126	0.0310842781748194
NPM2	1.24666410393129e-07	-0.119570936111056	0.02	0.1	0.00212207163771185
MGAT5	0.000352310420842001	-0.119637311167583	0.098	0.168	1
AKAP11	9.79186831503166e-06	-0.119658139947708	0.076	0.161	0.166677182458469
CCDC130	1.79812967170091e-05	-0.119714215938032	0.146	0.249	0.30607763271693
BABAM1	0.000528740510436446	-0.119749631229993	0.195	0.276	1
NCOA3	1.00356336981532e-05	-0.119758195581822	0.095	0.187	0.170826556809963
ZMAT1	1.68091592668489e-08	-0.119794049180763	0.005	0.083	0.000286125509040302
CYBA	0.464994921276376	-0.119794049180763	0.876	0.768	1
ADAMTS1	7.07431581734621e-05	-0.119827979910462	0.095	0.177	1
RCOR3	1.71602206718136e-05	-0.119903270250444	0.093	0.181	0.292101276275611
ARHGEF4	1.64552209618111e-07	-0.11992559072512	0.017	0.095	0.00280100771211949
SUGP2	1.84093008268027e-05	-0.119935604364323	0.115	0.209	0.313363118673836
TSSC4	0.00012807395940086	-0.119995134116555	0.183	0.274	1
SLC39A10	2.81759272507087e-06	-0.120022594930293	0.051	0.134	0.0479610633661564
PWWP2A	5.40071086118145e-06	-0.120052893783417	0.076	0.165	0.0919309002790306
CPS1	1.05362583870552e-07	-0.120088364802926	0	0.065	0.00179348190264454
PRADC1	9.69874655429918e-06	-0.120146288079156	0.063	0.144	0.165092063847281
TRIP11	0.000704635796768955	-0.120158233737204	0.19	0.269	1
CAD	2.75410985520815e-07	-0.120305430096869	0.041	0.132	0.00468804579553531
CCNT2	0.000176548048880365	-0.120311903500233	0.124	0.204	1
CUL7	1.34251957246562e-06	-0.120366670934954	0.046	0.131	0.0228523681625097
PPFIBP2	3.74271090516641e-05	-0.120406090358046	0.102	0.188	0.637084250277426
SUPT7L	2.61904604753274e-05	-0.120424164222752	0.129	0.224	0.445814018211024
PSMG3	0.000162488157115824	-0.120437400867851	0.237	0.332	1
ZDHHC4	0.000139950320970209	-0.120479577842219	0.139	0.224	1
RAB3GAP1	8.23698935443018e-05	-0.120534521734726	0.144	0.232	1
PAPLN	2.65126854440241e-08	-0.120577483922192	0.007	0.086	0.000451298931628178
SEMA4D	2.8534536496013e-07	-0.120592192242774	0.034	0.121	0.00485714880235133
BRI3BP	0.00126654585762883	-0.120613368152127	0.198	0.272	1
UTP20	4.20337321892413e-05	-0.12061907033503	0.093	0.175	0.715498189325266
C1orf174	6.64899910191485e-05	-0.120675814618736	0.107	0.189	1
DNMBP	2.99155349185674e-05	-0.120722452279961	0.08	0.161	0.509222235383853
RSAD2	0.000118287219575808	-0.120762529296108	0.017	0.066	1
SRP14	0.00803686916368711	-0.120779875426862	0.971	0.966	1
BRAT1	4.26579236291845e-05	-0.120795306310565	0.132	0.222	0.726123176015979
ADSS1	7.2952177768382e-08	-0.12082303383768	0.024	0.111	0.0012417919699734
NCAPG2	3.55868816147568e-07	-0.12082303383768	0.027	0.108	0.0060575989884639
FAS	4.1218224801057e-06	-0.120830114080417	0.051	0.133	0.0701616622563593
CAB39	8.17630675477157e-05	-0.120849019505454	0.141	0.23	1
CEP89	2.39717447393661e-06	-0.12088822434693	0.059	0.146	0.040804703895349
TUBA1A	7.09270917911904e-05	-0.120914199637217	0.112	0.2	1
CALCOCO1	3.57238578574099e-05	-0.120949075800448	0.093	0.176	0.608091508448832
TCTA	8.59345193872211e-05	-0.120952166509417	0.112	0.195	1
SLF1	1.57608622494744e-07	-0.121001132010496	0.037	0.127	0.00268281397210554
SCAP	5.12333094870348e-05	-0.121007456173933	0.146	0.241	0.872093394088306
FBXO9	5.49347152743621e-06	-0.121109534664438	0.159	0.27	0.0935098723400193
SPOPL	1.23645390485174e-06	-0.121117097501101	0.049	0.135	0.0210469183683864
TMED5	7.44318771025711e-06	-0.121161956002627	0.146	0.254	0.126697941203997
SASH1	2.89669438024634e-07	-0.121177829243366	0.024	0.105	0.00493075317405531
SKAP1	7.54680233011827e-08	-0.121230921227875	0.044	0.143	0.00128461669263273
CREG2	1.13338180729406e-08	-0.12136049346157	0.007	0.089	0.000192924251237594
CCDC74A	3.05057279481422e-08	-0.12136049346157	0.007	0.085	0.000519268501133277
MMUT	3.76650006782478e-06	-0.121397769032021	0.071	0.16	0.0641133641545134
METRNL	9.90088037610847e-05	-0.121441174239169	0.102	0.181	1
MRPS23	0.000199820865293825	-0.121456258012488	0.315	0.415	1
STIL	2.24484429358511e-08	-0.12147687586479	0.015	0.1	0.000382117395654058
RLIM	2.12466906182625e-05	-0.121481813599697	0.129	0.225	0.361661167704065
BEND7	1.79089126188438e-06	-0.121519943316795	0.046	0.13	0.0304845510597959
ZNF326	3.02597344216745e-05	-0.121543236072249	0.207	0.315	0.515081199325743
DDX23	3.40552903049298e-05	-0.121603249073284	0.195	0.3	0.579689151570515
SLC1A5	3.33901333788712e-07	-0.121615567727147	0.312	0.471	0.00568366850375146
KBTBD12	9.67495234777139e-10	-0.12166594291626	0	0.085	1.64687038863765e-05
CNTD2	4.07039999702233e-09	-0.12166594291626	0	0.079	6.92863487493141e-05
PREB	5.33548235642343e-05	-0.121713818110507	0.176	0.273	0.908205806710396
ANXA3	0.000312183097800851	-0.121786144965187	0.451	0.592	1
MICAL3	0.000275645263613859	-0.12180012526257	0.127	0.205	1
TTI1	3.92562535810041e-07	-0.121812948563076	0.041	0.13	0.00668219948455852
RFFL	1.00159223544682e-06	-0.121843490086684	0.071	0.168	0.0170491030317758
USP5	1.44778012654967e-05	-0.121922435714932	0.117	0.212	0.246441133141285
ATP23	5.78712053766794e-08	-0.121947471854785	0.022	0.108	0.000985083657921837
KIF4A	9.52052641649731e-06	-0.121947471854785	0.022	0.085	0.162058400661617
HMOX1	3.19341583626617e-07	-0.122021931612789	0.076	0.183	0.00543583243649228
NPR1	1.53847042285692e-08	-0.122087873299194	0.002	0.078	0.000261878435378705
RBM28	2.5103015643476e-05	-0.122099995426285	0.098	0.184	0.427303532283248
PRKD3	2.40815655581931e-07	-0.122110019885027	0.037	0.125	0.00409916408931563
CHD8	8.05357170595302e-06	-0.122138228835215	0.141	0.248	0.137087897578732
FAM122B	2.5291451669284e-07	-0.122163185826611	0.041	0.132	0.00430511090314552
EHMT1	6.09994055193374e-06	-0.122231252803323	0.149	0.259	0.103833188075016
PIAS4	4.05565845929823e-06	-0.122232740646212	0.08	0.172	0.0690354182941744
EPHB4	4.30697181570068e-05	-0.122248524624122	0.115	0.202	0.73313274246857
TMEM116	9.46027790422472e-09	-0.122305518791734	0.017	0.108	0.000161032850485713
TM4SF20	3.10600093804146e-06	-0.122305518791734	0.01	0.07	0.0528703479673416
CIAO1	2.14379586851689e-05	-0.122314166418125	0.256	0.369	0.364916932738945
HDAC1	0.000102397227181741	-0.122369868297822	0.449	0.578	1
VRK1	5.83856366262321e-07	-0.12237095319367	0.056	0.15	0.00993840306651724
G6PC3	7.33115533817867e-05	-0.122412782305807	0.185	0.282	1
GNAS	5.63089210751885e-05	-0.122439505959399	0.822	0.885	0.958490454541858
CDCA8	0.000345356298912405	-0.122471992871611	0.061	0.122	1
CAP1	0.133426429513255	-0.122507633011459	0.5	0.523	1
PIDD1	5.90778830888559e-07	-0.122514977942567	0.039	0.124	0.0100562372593851
ZNF655	1.57630924018987e-07	-0.122571205129044	0.061	0.165	0.0026831935886512
ATF1	2.45085901478607e-05	-0.122575960229302	0.11	0.2	0.417185221496886
PHKG2	4.3424837851207e-05	-0.122580414359632	0.144	0.237	0.739177589903246
KLHL24	0.0042601652362044	-0.122595728455622	0.244	0.313	1
ELL	1.17488777406648e-06	-0.12261678063083	0.046	0.132	0.0199989396901596
SCAF8	9.6167369408246e-06	-0.122620141398078	0.083	0.171	0.163696096206716
SLC4A1AP	2.17890056463693e-05	-0.122623283453218	0.115	0.206	0.370892454112498
OPHN1	1.83830450258604e-08	-0.122665189395621	0.015	0.101	0.000312916192430196
SHC1	1.95282026861011e-06	-0.122762812060405	0.112	0.22	0.0332409066122813
VANGL1	8.85936466852389e-06	-0.122814799907093	0.066	0.149	0.150804105387614
HNRNPH3	7.65927027870374e-05	-0.122826003318585	0.322	0.436	1
SMYD4	6.41930648412226e-09	-0.122925238778615	0.007	0.092	0.000109269434972729
KBTBD2	8.69169421328374e-07	-0.122967063326369	0.046	0.133	0.0147950018898516
PPIC	0.00125293811956758	-0.123099588859559	0.527	0.618	1
PDCD5	0.000509374292415754	-0.123101166471155	0.593	0.699	1
FAHD2A	1.38538513795229e-05	-0.123144443898377	0.1	0.19	0.235820258182239
COQ4	0.00157231307933645	-0.123162909945806	0.349	0.427	1
ARHGAP10	8.40728840706652e-07	-0.123174775238787	0.032	0.111	0.0143108863265086
GAS2L3	2.41343045235157e-06	-0.123174775238787	0.029	0.103	0.0410814131599285
RASSF1	2.52505220707496e-06	-0.123206002066223	0.066	0.156	0.0429814386688299
SPTLC1	7.08149403990904e-05	-0.123229297830615	0.207	0.307	1
DNAJC10	0.00713587490968942	-0.123261734344379	0.302	0.363	1
SLC6A6	1.16548217952316e-05	-0.123323790891544	0.098	0.19	0.198388376598433
BTN3A2	8.531780585134e-05	-0.123347232957107	0.137	0.224	1
NREP	1.4204151667277e-07	-0.123366038004663	0.039	0.132	0.0024178306968039
MACO1	4.32634806024519e-05	-0.123389446028691	0.151	0.246	0.736430966814936
SLC9A8	1.28293407428651e-06	-0.12341274555535	0.051	0.139	0.021838103812505
BRAP	7.44320272005409e-06	-0.123434284338617	0.09	0.182	0.126698196700761
SMYD2	1.81533323825486e-05	-0.123454254700475	0.124	0.219	0.309006023815742
CDIP1	2.52622504962235e-07	-0.123532881218213	0.029	0.113	0.00430014027946716
ME1	2.00358200697474e-06	-0.123532881218213	0.024	0.096	0.0341049729227241
POMP	0.000325562533929225	-0.123589640817746	0.798	0.847	1
MARK3	0.000194816200996582	-0.123595324736267	0.173	0.262	1
GSDMB	0.0234098867065716	-0.123608318067477	0.183	0.228	1
RAB3GAP2	2.51820385933601e-05	-0.123652607499805	0.11	0.2	0.428648660936176
MARCHF2	2.84137963193495e-07	-0.123672281195267	0.041	0.131	0.00483659640947968
COG2	1.32573535591178e-05	-0.123684144230286	0.085	0.171	0.225666672283304
RNMT	0.000233441884026647	-0.123685563675523	0.202	0.293	1
TDP2	4.1707026085294e-06	-0.123737292935955	0.11	0.21	0.0709936998023874
PRRC2B	0.00013698341712432	-0.123739836297341	0.261	0.364	1
NUP210	1.167509064973e-07	-0.123763056037483	0.041	0.136	0.00198733393039705
MORF4L1	2.49893991784425e-05	-0.123826993658127	0.685	0.765	0.425369552815448
SELENOK	0.00198768686901413	-0.123884675629979	0.598	0.643	1
MAPK7	5.55627950431843e-08	-0.123892598912443	0.027	0.116	0.000945789897225083
ELP6	2.10076154856105e-06	-0.123982781443548	0.102	0.205	0.0357591630796062
MAP3K8	2.23276217761286e-06	-0.12402395836022	0.085	0.184	0.0380060777873261
SEC11C	0.120014620975325	-0.124048013059814	0.295	0.329	1
TMEM39A	2.1313201158236e-05	-0.124105246113278	0.115	0.207	0.362793310115493
RBBP5	2.29226691664296e-07	-0.124158131798171	0.049	0.144	0.00390189674550964
ESS2	6.74527155234292e-07	-0.124158131798171	0.056	0.148	0.0114818012363981
AC011043.1	1.11517027794373e-05	-0.124192753214849	0.098	0.188	0.189824284711581
PDK3	1.2441337940226e-06	-0.124243391718089	0.056	0.146	0.0211776454418527
DMAP1	7.55044483796457e-06	-0.124263683918219	0.137	0.24	0.128523672031833
VPS36	0.000777292913493421	-0.124286744910031	0.295	0.383	1
CDK5	4.55785296971014e-06	-0.12435413683086	0.107	0.206	0.0775837732504061
RBM12	1.32721077481645e-05	-0.12435413683086	0.112	0.206	0.225917818089255
TRMT61B	4.39072732307973e-06	-0.12436838558477	0.08	0.171	0.0747389604934631
LTB	0.00019671762086379	-0.124388182972567	0.078	0.152	1
ELK1	1.00455194642889e-07	-0.124468307000739	0.044	0.14	0.00170994832321126
MAPKAPK5	4.11568620620449e-05	-0.12447152687453	0.129	0.219	0.700572106020129
RP9	6.25111294196241e-05	-0.12447152687453	0.132	0.219	1
ACACB	3.53630617554793e-09	-0.124488288813295	0.005	0.09	6.01950037201768e-05
HEBP1	5.43185989850429e-05	-0.124528385884866	0.166	0.262	0.924611191923401
NHS	3.23652061281707e-06	-0.124529854607882	0.08	0.175	0.0550920538713721
TNS3	0.000196292396442285	-0.124548116647481	0.12	0.199	1
NT5C	0.00103434897372038	-0.124550168496477	0.473	0.56	1
PROSER1	2.09376254954219e-06	-0.124592193110349	0.061	0.149	0.0356400261183072
UBXN2A	3.42536985040863e-06	-0.124608453317853	0.093	0.19	0.0583066455936556
MIS18A	3.41939747457507e-06	-0.124712705588078	0.071	0.161	0.0582049838122168
CCNA2	0.000163462594346491	-0.12474189487379	0.029	0.083	1
TMEM125	0.000173521538053044	-0.124785677695066	0.237	0.332	1
IFIT3	0.00413231459083117	-0.124836146607748	0.107	0.165	1
SENP6	0.00011989245435864	-0.124847087004229	0.198	0.29	1
ACBD3	6.45991400659294e-05	-0.124947033802619	0.185	0.282	1
ATG3	2.92312562719641e-05	-0.124952617033137	0.329	0.451	0.497574444261373
GPX7	7.98155930289538e-09	-0.124981531944418	0.015	0.105	0.000135862102453885
DPAGT1	1.22468863690381e-05	-0.125055325199895	0.115	0.209	0.208466499773767
MKNK1	1.66708574343844e-06	-0.12505850441634	0.071	0.164	0.0283771335248091
BET1	5.38513143809188e-05	-0.125163632928047	0.134	0.222	0.916657073392001
POLD3	1.56251110437141e-06	-0.125171372729071	0.078	0.175	0.0265970640186101
COQ6	5.16591506043583e-06	-0.125208323242447	0.088	0.18	0.0879342061587386
PRPS1	2.96468757801833e-08	-0.125256529298069	0.039	0.14	0.00050464911953028
YPEL2	5.79978337790426e-05	-0.125291348463773	0.156	0.251	0.987239126586863
GOT1	0.00358011544607025	-0.125343311601163	0.217	0.284	1
PRSS1	0.00101345477005019	-0.125347806657397	0.012	0.048	1
ZSWIM7	5.68355177310158e-05	-0.125372068434598	0.156	0.248	0.96745418281735
KANSL2	3.20528746740127e-07	-0.125405791627196	0.061	0.159	0.00545604032701044
PTPN12	0.000206355256800934	-0.125405791627196	0.151	0.235	1
TMED4	0.00127472824717093	-0.125405791627196	0.363	0.442	1
MED14	4.22946441797657e-06	-0.125478400149866	0.078	0.169	0.0719939433227972
TTLL5	1.5460180593627e-07	-0.125500609085801	0.034	0.123	0.00263163194064719
DENND4C	3.36673120615867e-05	-0.125526596508885	0.122	0.213	0.57308498591233
NRDE2	2.08521416631719e-05	-0.12554970853498	0.088	0.172	0.354945155390513
TPGS1	4.76438244083538e-05	-0.125594011274733	0.134	0.224	0.810993179078999
RTBDN	1.99003397316814e-09	-0.125602357475431	0	0.082	3.38743582912681e-05
STXBP3	7.08672153676884e-07	-0.125619751393397	0.085	0.19	0.0120630173998879
HOXB7	0.000671213193393654	-0.125626254232883	0.444	0.543	1
HLA-DQB2	4.16943245737548e-05	-0.125640522496421	0.005	0.049	0.709720792894454
MED11	2.52819611114156e-05	-0.125688562118279	0.105	0.193	0.430349542038516
SEMA4A	1.26026022088092e-07	-0.125752820410203	0.015	0.093	0.0021452149479835
NUP133	3.50443113254711e-07	-0.125789538149179	0.063	0.162	0.00596524267382168
SUPT6H	0.000600944972471642	-0.125789538149179	0.207	0.289	1
KIAA1324	0.699448137464406	-0.125817544847377	0.171	0.178	1
RNASE1	0.000358255404880332	-0.125892539972725	0.232	0.339	1
HDHD3	0.0142147554060181	-0.12589869347619	0.407	0.479	1
SERPINF2	3.13864910458512e-09	-0.126049647235052	0.007	0.095	5.34260850582479e-05
TRIM2	0.000177188678742016	-0.126076141284401	0.327	0.435	1
RHOF	0.00236228030474575	-0.12624760928841	0.202	0.281	1
SKAP2	0.000138202899136021	-0.12624760928841	0.132	0.213	1
HBP1	5.91380914796139e-06	-0.126315476410407	0.151	0.263	0.100664859316599
RBM5	0.000235020067789155	-0.126315476410407	0.171	0.259	1
ZDHHC14	8.28802437610843e-07	-0.126359182316646	0.049	0.137	0.0141078750930118
CLIP2	5.51600648429678e-07	-0.126391982630369	0.051	0.143	0.00938934623756999
CFLAR	3.42873945444474e-09	-0.12640555995268	0.178	0.338	5.83640029935584e-05
MCM8	6.19509664066336e-09	-0.126556725107374	0.02	0.114	0.000105452935017372
ECHDC2	0.00119822698268169	-0.126637234889526	0.285	0.361	1
METTL16	2.0471253043605e-07	-0.126653945029975	0.037	0.125	0.00348461669308244
IFIH1	4.30684041708579e-05	-0.126674063634078	0.093	0.174	0.733110375796344
BTD	1.2392860007467e-07	-0.126748458118606	0.046	0.143	0.00210951263047104
PPP1R15A	1.65007230911324e-10	-0.126770878692096	0.798	0.896	2.80875308457255e-06
DUSP16	4.89313878637911e-07	-0.126840375868367	0.059	0.153	0.00832910084217452
TNRC18	0.00045799476403102	-0.126840375868367	0.212	0.297	1
AC004556.3	4.20230131787919e-09	-0.126861637935496	0.012	0.102	7.15315730329395e-05
OTUD1	1.34231123060072e-05	-0.126870456769128	0.063	0.143	0.228488217672854
MPHOSPH6	3.7901711537706e-05	-0.126878327295555	0.124	0.214	0.645162933794832
MGAT4A	1.05184100072197e-06	-0.126900264825842	0.066	0.161	0.0179044375142894
SELENON	4.4148618638922e-06	-0.12692980373394	0.08	0.171	0.0751497786471731
EMC6	2.4977706145813e-06	-0.12692980373394	0.341	0.486	0.0425170514014028
ALG11	5.47844378933965e-08	-0.126955646859002	0.027	0.116	0.000932540701821395
TIA1	8.88554026289599e-05	-0.126964900252518	0.176	0.27	1
UBR7	6.32665147726115e-08	-0.126986389188806	0.029	0.12	0.00107692261445939
ZNF622	6.04285825818868e-06	-0.126989608283076	0.134	0.239	0.102861533270888
SEPTIN11	0.000330508094774983	-0.127016841533181	0.141	0.219	1
RNF187	0.000665332723120065	-0.12704128384173	0.254	0.338	1
BROX	8.29109814878062e-05	-0.127042501077347	0.19	0.287	1
AP5S1	6.40184509620601e-08	-0.127047007975924	0.037	0.131	0.00108972207227619
CIAO2A	0.000130163853101855	-0.127061335512765	0.339	0.445	1
PHF10	1.14645946848178e-07	-0.127106499111854	0.046	0.143	0.00195150330724969
CTDSPL	8.52934793360083e-07	-0.127164893772101	0.059	0.15	0.0145186560525753
CASC3	5.49853614631037e-05	-0.127175533491567	0.163	0.257	0.935960822824951
CLRN3	1.1041650566669e-06	-0.127193689353398	0.061	0.153	0.0187950975945841
TSPAN4	2.63212459620358e-09	-0.127204419712858	0.002	0.086	4.48040248765773e-05
SHROOM4	7.58981371712706e-09	-0.127204419712858	0.005	0.086	0.000129193809092937
SPATA33	1.07654764915726e-06	-0.127333793879692	0.08	0.18	0.0183249940839549
TBL1X	4.03842509761238e-08	-0.127381357905413	0.029	0.122	0.000687420720115578
ENOX2	2.44620894919592e-08	-0.127409876428401	0.032	0.128	0.00041639368733213
ZNF704	1.15271784844083e-07	-0.127438127867286	0.037	0.128	0.00196215632161599
NR1D1	4.34472143122572e-06	-0.127493844361428	0.049	0.128	0.0739558482023241
ABL2	3.80068984687189e-05	-0.127493844361428	0.049	0.118	0.646953425734533
RAP1B	4.43619344087152e-06	-0.1275562676157	0.288	0.42	0.0755128847505151
DGAT2	1.56332475682719e-09	-0.127580871659954	0.002	0.088	2.66109140107125e-05
TAX1BP1	0.0023603219692419	-0.127602232103554	0.544	0.623	1
EMC7	0.000143520057570284	-0.127695916641454	0.259	0.357	1
SLC52A3	5.45265196218878e-08	-0.127720393784351	0.027	0.116	0.000928150417003775
ACOT4	1.37719473443881e-07	-0.127720393784351	0.027	0.112	0.00234426087696174
FAM234A	0.00032072077965024	-0.12772945949822	0.22	0.305	1
TOR4A	3.80643924173518e-06	-0.127732286646226	0.09	0.185	0.0647932087728162
DDX59	1.92481531786608e-08	-0.127747505028611	0.029	0.125	0.000327642063407165
ATXN10	5.39384948294683e-06	-0.127793388626958	0.344	0.471	0.0918141058987209
TRADD	0.000289841945026559	-0.127836562158751	0.178	0.26	1
PSMD12	3.05234818856143e-06	-0.127843837853269	0.256	0.385	0.0519570708656926
CAMSAP2	7.19767521481428e-07	-0.127853428996977	0.049	0.137	0.0122518827506569
TUT4	6.87860639294363e-07	-0.127856675674035	0.085	0.191	0.0117087638020687
TDRD3	7.12388533113394e-07	-0.12787929723724	0.046	0.135	0.0121262776106562
RPP30	1.63279783242384e-05	-0.127880906054756	0.12	0.213	0.277934847035186
CHERP	3.16482058922186e-06	-0.127904927151184	0.115	0.218	0.0538715760697346
CBY1	9.23485270512473e-05	-0.127949585028047	0.195	0.29	1
TULP3	2.26203306687772e-07	-0.127955485054183	0.061	0.161	0.00385043268643925
ZNF394	3.79944858010268e-06	-0.12802961450625	0.078	0.169	0.0646742137305079
CHRM3	1.4031295022428e-07	-0.12803830625181	0.015	0.092	0.0023884070387177
ARHGAP35	1.47079020136001e-05	-0.128172023203479	0.105	0.196	0.2503579080755
OVCA2	4.06131281832954e-05	-0.128177794479972	0.176	0.274	0.691316667936055
COIL	4.18237190707116e-06	-0.128199324671008	0.161	0.274	0.0711923346021653
ISCA2	1.15605777601107e-05	-0.128304387393642	0.195	0.304	0.196784154632604
PPIL4	2.17803893790675e-07	-0.128307131466705	0.115	0.234	0.00370745788010487
ELAVL1	0.000268002166105037	-0.128321289359237	0.261	0.353	1
IRAK4	3.39524768362301e-06	-0.128333636449201	0.068	0.157	0.057793906070631
CDS1	6.06740472380493e-05	-0.128372121145192	0.154	0.244	1
SMAD1	1.11388860497468e-05	-0.128425035925989	0.093	0.181	0.189606118338791
FANCI	3.87226704859533e-07	-0.128508219541828	0.029	0.111	0.00659137297011897
B9D1	2.12037701470842e-05	-0.128577355520798	0.117	0.209	0.360930575443668
BICD1	6.81528712466268e-06	-0.128598363858064	0.1	0.196	0.116009817436008
NF2	1.09318594203571e-06	-0.128666578752274	0.063	0.156	0.0186082111053319
MCEE	6.52824393805461e-07	-0.128709974451892	0.068	0.166	0.0111123768313565
C20orf85	0.000120348325119293	-0.128743774156794	0	0.035	1
NINL	7.61729207248549e-09	-0.128811661960968	0.015	0.104	0.000129661545657848
TACC2	2.73922512462666e-07	-0.128815090553204	0.08	0.188	0.0046627090071395
SELENOT	9.16492351032698e-05	-0.128855841196962	0.368	0.479	1
HNRNPK	2.90322655666988e-06	-0.128897800131945	0.832	0.873	0.0494187224476347
IL17RB	1.03880829602776e-07	-0.128899185547666	0.029	0.117	0.00176825948149845
ST3GAL4	6.14490644482531e-08	-0.12892055200192	0.032	0.124	0.00104598597503816
PPP1R11	5.87766760384672e-05	-0.12892055200192	0.317	0.427	1
HLA-DQA2	4.01170282749903e-09	-0.128983462501914	0.015	0.108	6.82872055296884e-05
ARIH1	0.000300633416868643	-0.129140013426151	0.166	0.248	1
SALL4	6.5749291107128e-10	-0.129146465997957	0.002	0.092	1.11918443322553e-05
SGK1	4.07609518254687e-08	-0.129153931365873	0.141	0.278	0.000693832921973128
WDR76	2.43982535980811e-09	-0.129187940574809	0.01	0.1	4.15307072746536e-05
CDC45	1.03839861875279e-08	-0.12922862211595	0.015	0.103	0.000176756212884101
NRP2	5.26308415774831e-05	-0.129236999722403	0.088	0.169	0.895882185331917
CHEK1	1.19857445376314e-08	-0.129327002220382	0.032	0.131	0.000204021343519561
GNE	1.03361690396539e-06	-0.129346129638045	0.049	0.136	0.0175942269392989
ANKEF1	7.08732604181558e-07	-0.129365080108921	0.056	0.147	0.0120640463883785
BOD1	4.03195853695159e-05	-0.129379178312715	0.151	0.244	0.686319982159899
SGPL1	3.06064481126436e-06	-0.129413233656461	0.134	0.246	0.052098295977342
CHFR	5.07430038377791e-06	-0.129475200840514	0.08	0.171	0.0863747411326675
HNF1B	2.91556535609234e-06	-0.129510597924484	0.088	0.184	0.0496287534914037
CD58	3.04623986084406e-05	-0.129528060689231	0.163	0.265	0.518530949112875
DACT2	1.72963263197061e-09	-0.129528060689231	0	0.083	2.94418066614037e-05
STK19	1.90280893236907e-09	-0.129545369048799	0.068	0.192	3.23896136467862e-05
MRTFA	2.28585503583704e-05	-0.129596387907074	0.107	0.197	0.38909824420018
GRAMD1C	1.44246904566839e-08	-0.129621399740206	0.022	0.114	0.000245537080953674
LAMP3	6.40019821253154e-07	-0.129675297005212	0.032	0.113	0.0108944173973712
TBC1D22B	4.92172021074358e-07	-0.129727695193626	0.051	0.143	0.00837775214272773
NUMB	0.000494486953243434	-0.129781446186642	0.237	0.324	1
TMC6	2.01472613028234e-05	-0.12979533367747	0.222	0.335	0.34294668189666
TFPT	1.45923082006528e-05	-0.129832678720789	0.166	0.271	0.248390270191512
PSENEN	8.1497135293817e-06	-0.129833664124133	0.42	0.569	0.138724423697135
TFIP11	4.84499804830944e-06	-0.12986055349805	0.09	0.183	0.0824715567783233
CLCN7	3.4026742365923e-07	-0.129892296591773	0.088	0.196	0.00579203208552741
DIAPH2	3.17298704107957e-06	-0.129892296591773	0.088	0.184	0.0540105854132564
ZC3H7B	1.92101122638016e-05	-0.129954124612734	0.112	0.203	0.326994530954431
AAK1	1.41605495406124e-06	-0.12996924664747	0.095	0.2	0.0241040874280305
