Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
regulation of endocytosis	GOTERM_BP_DIRECT	9	0.4958677685950413	0.01281035828475636	RAB4B, BIN1, SPHK1, HIP1R, PACSIN2, RAB17, ARFGAP3, ARFGAP1, PICALM	1696	37	19453	2.7899827893931666	1.0	0.3969122422901957	0.3909247922223204
extrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	11	0.6060606060606061	0.013155730089572886	GSK3B, KRT18, SMAD3, IFI27, KRT8, FAS, BAX, G0S2, BID, TNF, PML	1696	52	19453	2.4263311865021766	1.0	0.4054098229224596	0.3992941862321717
negative regulation of protein kinase activity	GOTERM_BP_DIRECT	13	0.7162534435261708	0.01373135830513813	WWTR1, GADD45B, CDKN2A, DTNBP1, MLLT1, CAMK2N1, NF1, TRIB3, ITGB1BP1, NF2, PKN1, EPHB2, TRIB1	1696	68	19453	2.192780591009989	1.0	0.4208735145031855	0.4145246068997345
brain development	GOTERM_BP_DIRECT	35	1.9283746556473829	0.013841431743279323	PFKFB3, AMIGO2, RTN4, UBE2L3, ADGRG1, BCL2L11, PHGDH, SCYL2, CLASP1, BPTF, EMX1, EGR2, ANAPC7, NCOA6, XRCC5, MAP1S, SPHK1, DTNBP1, FOXJ1, PTPN11, SYNJ2, ATP2B1, SMARCA1, BAIAP2, HSPG2, BCR, MEIS1, PITPNM1, B3GNT5, ID1, DDIT4, NF1, PLXNB2, PLCB1, SNRPB	1696	264	19453	1.5206345590337336	1.0	0.42197862229109856	0.4156130440562215
kidney development	GOTERM_BP_DIRECT	19	1.046831955922865	0.014740140517215825	CDKN1C, FOXC1, HPGD, APAF1, TIPARP, ODC1, AP1B1, DTNBP1, ASS1, SULF2, VEGFA, BCL2L11, PAX8, RRM2B, ADAMTS1, PTK7, BAX, IFT27, CEP290	1696	119	19453	1.8313332408435068	1.0	0.44283435965430334	0.4361541711031245
release of cytochrome c from mitochondria	GOTERM_BP_DIRECT	7	0.3856749311294766	0.014836232712501653	IFI6, BAX, MFF, BID, TIMM50, BCL2L1, BBC3	1696	24	19453	3.345396029874214	1.0	0.44283435965430334	0.4361541711031245
protein N-linked glycosylation via asparagine	GOTERM_BP_DIRECT	7	0.3856749311294766	0.014836232712501653	DPM1, RPN2, TUSC3, MGAT5, RPN1, MAGT1, UBE2J1	1696	24	19453	3.345396029874214	1.0	0.44283435965430334	0.4361541711031245
U2-type prespliceosome assembly	GOTERM_BP_DIRECT	7	0.3856749311294766	0.014836232712501653	PHF5A, SF3A2, RBMX2, SNRPD1, SNRPB2, HTATSF1, SNRPB	1696	24	19453	3.345396029874214	1.0	0.44283435965430334	0.4361541711031245
nucleobase-containing compound metabolic process	GOTERM_BP_DIRECT	9	0.4958677685950413	0.015019434828800629	TPMT, OAS2, GDA, OAS3, POLR3H, UPP1, TK1, SLC28A2, SLC29A1	1696	38	19453	2.7165621896722936	1.0	0.4436569842434838	0.43696438634049495
negative regulation of protein complex assembly	GOTERM_BP_DIRECT	9	0.4958677685950413	0.015019434828800629	GSK3B, SRC, LAMP2, EP300, TFIP11, ULK1, AIDA, DNAJC15, HDAC6	1696	38	19453	2.7165621896722936	1.0	0.4436569842434838	0.43696438634049495
cellular response to growth factor stimulus	GOTERM_BP_DIRECT	12	0.6611570247933884	0.01532502852748168	STAT5A, ACVR1, TGIF1, BMPR2, INSR, SPHK1, MDM2, PDGFB, PPP2R5B, KLF4, FGFR3, EMD	1696	61	19453	2.256379523662233	1.0	0.45035045172769617	0.4435568823804621
mesodermal cell differentiation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.016081849159393157	ITGB1, KDM6B, ITGA3, ITGA2, KDM6A	1696	12	19453	4.779137185534592	1.0	0.4565577907597697	0.44967058325137815
positive regulation of positive chemotaxis	GOTERM_BP_DIRECT	5	0.27548209366391185	0.016081849159393157	SMAD3, ITGA2, F2RL1, F3, VEGFA	1696	12	19453	4.779137185534592	1.0	0.4565577907597697	0.44967058325137815
basement membrane assembly	GOTERM_BP_DIRECT	5	0.27548209366391185	0.016081849159393157	RAMP2, LAMB3, PXDN, NTN4, LAMB1	1696	12	19453	4.779137185534592	1.0	0.4565577907597697	0.44967058325137815
positive regulation of endothelial cell chemotaxis	GOTERM_BP_DIRECT	5	0.27548209366391185	0.016081849159393157	P2RX4, TMSB4X, MET, LGMN, VEGFA	1696	12	19453	4.779137185534592	1.0	0.4565577907597697	0.44967058325137815
sequestering of actin monomers	GOTERM_BP_DIRECT	5	0.27548209366391185	0.016081849159393157	SCIN, GSN, TMSB4X, TWF1, TMSB10	1696	12	19453	4.779137185534592	1.0	0.4565577907597697	0.44967058325137815
response to corticosterone	GOTERM_BP_DIRECT	6	0.3305785123966942	0.01633709688037064	FOSL1, CDKN1A, MAOB, FOSB, CALM2, HDAC6	1696	18	19453	3.8233097484276737	1.0	0.4565577907597697	0.44967058325137815
apoptotic mitochondrial changes	GOTERM_BP_DIRECT	6	0.3305785123966942	0.01633709688037064	PPP2CB, CDKN2A, BIK, BAX, BID, BCL2L1	1696	18	19453	3.8233097484276737	1.0	0.4565577907597697	0.44967058325137815
ectopic germ cell programmed cell death	GOTERM_BP_DIRECT	6	0.3305785123966942	0.01633709688037064	KITLG, SYCP2, UBE2B, BAX, YBX3, BCL2L1	1696	18	19453	3.8233097484276737	1.0	0.4565577907597697	0.44967058325137815
mammary gland alveolus development	GOTERM_BP_DIRECT	6	0.3305785123966942	0.01633709688037064	DDR1, ID2, TGFA, PRLR, AREG, VEGFA	1696	18	19453	3.8233097484276737	1.0	0.4565577907597697	0.44967058325137815
peptidyl-threonine dephosphorylation	GOTERM_BP_DIRECT	6	0.3305785123966942	0.01633709688037064	PDP1, DUSP5, PPP2CB, DUSP10, DUSP1, PPM1G	1696	18	19453	3.8233097484276737	1.0	0.4565577907597697	0.44967058325137815
protein dephosphorylation	GOTERM_BP_DIRECT	19	1.046831955922865	0.017286745426993884	DUSP5, DUSP2, PPP2R5B, PTPN11, PTPRK, SSH2, TIMM50, PPM1G, PDP1, PPP1CB, PPP2CB, PPP1CC, STK11, PPP3R1, PPP4R1, NCEH1, CTDSP2, SBF1, ILKAP	1696	121	19453	1.8010632699204738	1.0	0.4807401740453274	0.4734881735247349
positive regulation of epithelial cell migration	GOTERM_BP_DIRECT	9	0.4958677685950413	0.017492041377686403	BMPR2, SRC, ITGA3, ITGA2, SOX9, ARHGAP5, CLASP1, RTN4, HDAC6	1696	39	19453	2.6469067489114657	1.0	0.4840879994863601	0.4767854967752872
PERK-mediated unfolded protein response	GOTERM_BP_DIRECT	4	0.22038567493112945	0.017682967934457214	DDIT3, TMED2, ATF4, NFE2L2	1696	7	19453	6.554245283018867	1.0	0.4846663470881759	0.4773551199614291
interleukin-27-mediated signaling pathway	GOTERM_BP_DIRECT	4	0.22038567493112945	0.017682967934457214	OAS1, STAT1, OAS2, OASL	1696	7	19453	6.554245283018867	1.0	0.4846663470881759	0.4773551199614291
cellular response to DNA damage stimulus	GOTERM_BP_DIRECT	38	2.09366391184573	0.018103022054177367	CDKN1A, BTG2, DYRK2, RIF1, UHRF1, PHF1, FMR1, XIAP, ALKBH7, FOXO1, CDKN2AIP, NPAS2, BBC3, STK11, ZMAT3, CHCHD6, ZC3H12A, MAPK1, TOPBP1, IER3, BRD4, VAV3, PLK3, ARMT1, UBE2B, NCOA6, XRCC5, NFATC2, GNL1, DDB2, RBX1, TAOK1, DDIT3, PSME4, IRF7, TIMELESS, NABP2, UBA1	1696	298	19453	1.4626084272508546	1.0	0.4848989774357886	0.4775842410633141
glutamine metabolic process	GOTERM_BP_DIRECT	7	0.3856749311294766	0.018116730782989476	MECP2, SLC38A1, GFPT1, GMPS, ASNS, PHGDH, GLS	1696	25	19453	3.211580188679245	1.0	0.4848989774357886	0.4775842410633141
regulation of focal adhesion assembly	GOTERM_BP_DIRECT	7	0.3856749311294766	0.018116730782989476	SLK, DUSP3, DAPK3, EFNA5, CLASP1, CORO1C, ACTG1	1696	25	19453	3.211580188679245	1.0	0.4848989774357886	0.4775842410633141
positive regulation of protein autophosphorylation	GOTERM_BP_DIRECT	7	0.3856749311294766	0.018116730782989476	RAP2B, RASSF2, SRC, PDGFB, PRLR, CALM2, VEGFA	1696	25	19453	3.211580188679245	1.0	0.4848989774357886	0.4775842410633141
cellular response to glucocorticoid stimulus	GOTERM_BP_DIRECT	7	0.3856749311294766	0.018116730782989476	ACVR1, EDN1, ZFP36, BCL2L11, ANXA1, ZFP36L2, UBE2L3	1696	25	19453	3.211580188679245	1.0	0.4848989774357886	0.4775842410633141
cellular response to starvation	GOTERM_BP_DIRECT	14	0.7713498622589532	0.018506655777980455	KLF10, RIPOR1, RALB, BMPR2, MARS1, INHBB, KRT20, DNAJC15, SREBF2, FOXO1, RRAGC, LAMP2, TBC1D7, GAS2L1	1696	79	19453	2.032645689037497	1.0	0.4930207691133952	0.4855835149222442
positive regulation of stem cell population maintenance	GOTERM_BP_DIRECT	10	0.5509641873278237	0.018678827924070576	SMARCD1, HDAC2, SMARCB1, KDM2B, BCL7A, NCOA3, SIRT6, SINHCAF, SUDS3, SMARCA4	1696	47	19453	2.440410477719792	1.0	0.4952930139308202	0.487821482761192
macroautophagy	GOTERM_BP_DIRECT	13	0.7162534435261708	0.018992260664996437	ILRUN, GABARAPL1, TSG101, SRC, PIK3R4, SNF8, VPS37B, NPC1, MVB12A, CHMP4B, HMOX1, ULK1, UBXN6	1696	71	19453	2.1001278899813984	1.0	0.4995368122395258	0.4920012630634867
cellular response to tumor necrosis factor	GOTERM_BP_DIRECT	21	1.1570247933884297	0.019014118269773214	EDN1, CXCL8, CCL20, ERBIN, CYBA, NR1D1, YBX3, CLDN1, ZFP36L2, CX3CL1, ASS1, KLF2, AKAP12, NFKBIA, ZFP36, SMPD4, ZC3H12A, MAPK1, HES1, TNFRSF21, NFE2L2	1696	140	19453	1.7204893867924533	1.0	0.4995368122395258	0.4920012630634867
negative regulation of cell cycle	GOTERM_BP_DIRECT	11	0.6060606060606061	0.019201135366855963	CDT1, NR4A1, BMP2, HPGD, RPS6KA2, GMNN, TP53BP2, PTPRK, NUPR1, SIPA1, RHOB	1696	55	19453	2.293985849056604	1.0	0.5013209336058436	0.4937584708291197
vasculogenesis	GOTERM_BP_DIRECT	12	0.6611570247933884	0.019257899396540917	MYO1E, RAMP2, CITED2, TIPARP, ITGB8, ITGAV, JUNB, QKI, RASIP1, EPHA2, HDAC7, VEGFA	1696	63	19453	2.184748427672956	1.0	0.5013209336058436	0.4937584708291197
positive regulation of protein localization to nucleus	GOTERM_BP_DIRECT	9	0.4958677685950413	0.020243670286090143	WWTR1, CARD10, STK11, CDKN2A, SRC, SESN2, LIF, TYK2, JAK1	1696	40	19453	2.58073408018868	1.0	0.5245871104590905	0.5166736757108916
viral release from host cell	GOTERM_BP_DIRECT	6	0.3305785123966942	0.020616367868588985	TSG101, VAPA, VAPB, TRIM25, VPS37B, RAB7A	1696	19	19453	3.622082919563059	1.0	0.5253548854568943	0.5174298687669641
cellular response to amino acid starvation	GOTERM_BP_DIRECT	10	0.5509641873278237	0.021266623628122882	CDKN1A, RRAGC, DAPL1, SESN2, FAS, MAPK1, EIF2AK2, ATF3, GCN1, ATF4	1696	48	19453	2.389568592767296	1.0	0.5253548854568943	0.5174298687669641
positive regulation of sodium:potassium-exchanging ATPase activity	GOTERM_BP_DIRECT	3	0.1652892561983471	0.021443336538331262	FXYD2, ATP1B1, DNM2	1696	3	19453	11.46992924528302	1.0	0.5253548854568943	0.5174298687669641
positive regulation of hematopoietic progenitor cell differentiation	GOTERM_BP_DIRECT	3	0.1652892561983471	0.021443336538331262	FOXC1, KITLG, DHX36	1696	3	19453	11.46992924528302	1.0	0.5253548854568943	0.5174298687669641
vascular associated smooth muscle cell migration	GOTERM_BP_DIRECT	3	0.1652892561983471	0.021443336538331262	DDIT3, GRB10, NF1	1696	3	19453	11.46992924528302	1.0	0.5253548854568943	0.5174298687669641
I-kappaB kinase/NF-kappaB signaling	GOTERM_BP_DIRECT	12	0.6611570247933884	0.021483058641275823	NFKBIA, EDN1, RIPK2, NFKBIL1, NKIRAS2, TICAM1, AJUBA, TNF, RELB, NFKB2, BIRC3, FAIM	1696	64	19453	2.150611733490566	1.0	0.5253548854568943	0.5174298687669641
cellular response to amino acid stimulus	GOTERM_BP_DIRECT	12	0.6611570247933884	0.021483058641275823	CEBPB, RRAGC, CUL3, SESN2, COL6A1, DNMT3A, HNRNPD, SH3BP4, TNF, ASS1, BCL2L1, RBX1	1696	64	19453	2.150611733490566	1.0	0.5253548854568943	0.5174298687669641
chondrocyte differentiation	GOTERM_BP_DIRECT	11	0.6060606060606061	0.021607995393037368	BMP2, CREB3L2, ARID5A, WNT7A, CCN3, CCN2, TGFBI, SOX9, MEF2D, FGFR3, FOSL2	1696	56	19453	2.253021816037736	1.0	0.5253548854568943	0.5174298687669641
type I interferon signaling pathway	GOTERM_BP_DIRECT	11	0.6060606060606061	0.021607995393037368	IFIH1, IFNAR2, IFI27, OAS1, STAT1, OAS2, IRF7, IRF5, TYK2, IKBKE, JAK1	1696	56	19453	2.253021816037736	1.0	0.5253548854568943	0.5174298687669641
positive regulation of integrin-mediated signaling pathway	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	CD63, DMTN, FLNA, LAMB1, LIMS1	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
regulation of osteoclast differentiation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	CEBPB, RASSF2, TFE3, MITF, TNF	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
regulation of fibroblast migration	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	GNA13, SDC4, RFFL, APPL2, CORO1C	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
positive regulation of toll-like receptor 4 signaling pathway	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	ZNRF1, NINJ1, WDFY1, F2RL1, IFI35	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
renal system process	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	BCR, RRM2B, PKN1, SLC25A23, LGMN	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
regulation of cell adhesion mediated by integrin	GOTERM_BP_DIRECT	5	0.27548209366391185	0.021655568862018974	EFNA1, PTPN11, ITGB1BP1, EPHA2, CRKL	1696	13	19453	4.411511248185777	1.0	0.5253548854568943	0.5174298687669641
stress granule assembly	GOTERM_BP_DIRECT	7	0.3856749311294766	0.02186086008449256	GRB7, DAZAP2, YTHDF1, ATXN2, FMR1, LSM14A, PUM2	1696	26	19453	3.0880578737300435	1.0	0.5280879802614072	0.5201217346373972
cellular response to lipopolysaccharide	GOTERM_BP_DIRECT	27	1.487603305785124	0.022978329352534296	HDAC5, SPON2, CEBPB, CXCL8, SRC, SERPINE1, TNF, CXCL2, LITAF, ZFP36, SBNO2, NFKBIZ, ZC3H12A, SIRPA, EPHB2, MAP2K7, MAP2K3, UPF1, NFKBIL1, ARID5A, NR1D1, TICAM1, ASS1, BCR, CDK4, PAF1, NFKBIB	1696	198	19453	1.5640812607204115	1.0	0.5527403191510465	0.5444021912003378
activation of cysteine-type endopeptidase activity	GOTERM_BP_DIRECT	6	0.3305785123966942	0.025565413539977083	IFI16, APAF1, RIPK2, PERP, TBC1D10A, LGMN	1696	20	19453	3.4409787735849067	1.0	0.6062592900685393	0.5971138245456671
hippo signaling	GOTERM_BP_DIRECT	6	0.3305785123966942	0.025565413539977083	WWTR1, MOB1A, LATS2, AMOTL2, TEAD1, PJA1	1696	20	19453	3.4409787735849067	1.0	0.6062592900685393	0.5971138245456671
embryonic placenta development	GOTERM_BP_DIRECT	6	0.3305785123966942	0.025565413539977083	CEBPB, CITED2, TAF10, PDGFB, IGF2, BPTF	1696	20	19453	3.4409787735849067	1.0	0.6062592900685393	0.5971138245456671
positive regulation of protein binding	GOTERM_BP_DIRECT	13	0.7162534435261708	0.02562857198851394	GSK3B, RALB, USP9X, RIPK2, HIP1R, TICAM1, SPPL3, BMP2, BAMBI, EP300, PIN1, TRIB3, RAN	1696	74	19453	2.0149875701172872	1.0	0.6062592900685393	0.5971138245456671
platelet dense granule organization	GOTERM_BP_DIRECT	7	0.3856749311294766	0.02609342669987345	BLOC1S2, AP1B1, AP3D1, DTNBP1, HPS3, UNC13D, AP1M1	1696	27	19453	2.97368535988819	1.0	0.6087575637936421	0.5995744116297668
endothelial cell chemotaxis	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	NR4A1, EGR3, CCN3, VEGFA	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
signal complex assembly	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	SRC, PXN, NCK2, NCK1	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
lung vasculature development	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	ERRFI1, BMP2, BMPR2, LIF	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
positive regulation of transcription from RNA polymerase II promoter in response to stress	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	GCN1, KLF2, ATF4, NFE2L2	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
negative regulation of microglial cell activation	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	GRN, NR1D1, LDLR, CX3CL1	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
cellular response to vasopressin	GOTERM_BP_DIRECT	4	0.22038567493112945	0.02648164810047768	SCNN1A, RANGAP1, PLCB1, ADCY6	1696	8	19453	5.734964622641509	1.0	0.6087575637936421	0.5995744116297668
establishment of protein localization	GOTERM_BP_DIRECT	9	0.4958677685950413	0.026642457320247056	ITGA2, CHMP1B, RDX, MDM2, FLNA, DZIP1, PHLDB2, CORO1C, LIMS1	1696	42	19453	2.4578419811320757	1.0	0.6099945750310379	0.6007927624625993
positive regulation of smooth muscle cell proliferation	GOTERM_BP_DIRECT	11	0.6060606060606061	0.027066103185064902	NOTCH3, EDN1, STAT1, ID2, ITGA2, PTAFR, PDGFB, HMOX1, CYBA, TNF, CX3CL1	1696	58	19453	2.1753314085881588	1.0	0.612835907016557	0.6035912327482841
mitotic spindle organization	GOTERM_BP_DIRECT	11	0.6060606060606061	0.027066103185064902	MECP2, SUN2, PLK3, KIF3B, DCTN2, MAP1S, EFHC1, TUBG2, TUBG1, CLASP1, RAN	1696	58	19453	2.1753314085881588	1.0	0.612835907016557	0.6035912327482841
ephrin receptor signaling pathway	GOTERM_BP_DIRECT	10	0.5509641873278237	0.02719654174270986	EFNA1, EFNB1, SRC, NCK2, PTPN11, EPHB2, EFNA5, KALRN, EPHA2, NCK1	1696	50	19453	2.293985849056604	1.0	0.612835907016557	0.6035912327482841
response to activity	GOTERM_BP_DIRECT	10	0.5509641873278237	0.02719654174270986	KDM6B, HDAC5, EDN1, STK11, COL4A2, CAB39, CRY1, CYBA, TNF, SLC25A25	1696	50	19453	2.293985849056604	1.0	0.612835907016557	0.6035912327482841
protein stabilization	GOTERM_BP_DIRECT	30	1.6528925619834711	0.02791370963856812	GRN, RTN4, UXT, RAB21, RASSF2, SUMO1, LAMP2, PIM1, DVL3, FLNA, EP300, TBL1X, TSPAN1, SOX4, SMAD3, UBE2B, CDKN2A, USP9X, HIP1R, ATP1B1, PML, PDRG1, HCFC1, EFNA1, PDCL3, PER3, PRKRA, AAK1, PIN1, PFN2	1696	230	19453	1.496077727645611	1.0	0.6222921298330818	0.6129048077552629
regulation of JAK-STAT cascade	GOTERM_BP_DIRECT	5	0.27548209366391185	0.028271121141338045	IFNAR2, PIGU, DOT1L, HES1, EPHB2	1696	14	19453	4.0964033018867925	1.0	0.6222921298330818	0.6129048077552629
telomeric heterochromatin assembly	GOTERM_BP_DIRECT	5	0.27548209366391185	0.028271121141338045	RIF1, HAT1, DOT1L, DPY30, SIRT6	1696	14	19453	4.0964033018867925	1.0	0.6222921298330818	0.6129048077552629
negative regulation of blood coagulation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.028271121141338045	EDN1, PROC, SERPINE2, SERPINE1, TFPI	1696	14	19453	4.0964033018867925	1.0	0.6222921298330818	0.6129048077552629
regulation of DNA-dependent DNA replication initiation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.028271121141338045	CDT1, WDR18, GMNN, MCM5, MCM2	1696	14	19453	4.0964033018867925	1.0	0.6222921298330818	0.6129048077552629
positive regulation of actin filament bundle assembly	GOTERM_BP_DIRECT	5	0.27548209366391185	0.028271121141338045	SWAP70, ID1, FLNA, CX3CL1, PFN2	1696	14	19453	4.0964033018867925	1.0	0.6222921298330818	0.6129048077552629
osteoblast differentiation	GOTERM_BP_DIRECT	19	1.046831955922865	0.02894990247397025	WWTR1, SEMA7A, BMPR2, TPM4, ALYREF, IGFBP3, FHL2, IGF2, FOSL2, FBL, BMP2, TP53INP2, COL6A1, ID4, NF1, CCN1, JUNB, MEF2D, EPHA2	1696	128	19453	1.7025676223466983	1.0	0.6324911168579962	0.6229499423184791
response to bacterium	GOTERM_BP_DIRECT	18	0.9917355371900828	0.028956355288534824	ST13, FUCA2, PLAAT3, B3GALT5, TENT5A, BAIAP2, RNF5, USP18, PRLR, C15ORF48, C3, SNX3, BMP2, UPK1B, LRG1, OCIAD2, ADAMTS9, RAB7A	1696	119	19453	1.7349472807991118	1.0	0.6324911168579962	0.6229499423184791
fat cell differentiation	GOTERM_BP_DIRECT	14	0.7713498622589532	0.0293936274304559	OSBPL8, EGR2, CBY1, INHBB, KLF4, METRNL, FOXO1, FOSL2, NR4A1, ADGRF1, AKT2, ID4, EP300, PLCB1	1696	84	19453	1.9116548742138364	1.0	0.6395918701565995	0.629943580236679
negative regulation of gene expression	GOTERM_BP_DIRECT	39	2.1487603305785123	0.03008866313575652	GSK3B, CDKN1A, CXCL8, CITED2, SRC, PDGFB, ZBTB20, TNF, CRKL, MECP2, PPP2CB, DDRGK1, ZC3H12A, ITGB8, ZNF503, HES1, SOX9, CCN2, GAS2L1, LDLR, TGIF1, AKIRIN2, EDN1, SMAD3, TIPARP, SLC35C2, PARP14, KLF4, POU5F1, TLE5, VEGFA, BMP2, OCLN, CLDN3, ID2, MYADM, ERP29, LGMN, PICALM	1696	319	19453	1.4022797509907141	1.0	0.6478599925136549	0.6380869773661063
peptidyl-serine phosphorylation	GOTERM_BP_DIRECT	25	1.3774104683195594	0.030089113187826238	GSK3B, DYRK2, CAB39, SRC, STK39, PDGFB, PRKX, RPS6KA3, AKT2, RPS6KA2, MKNK2, MAPK1, IKBKE, CLASP1, DYRK1B, PRKCA, CSNK1D, VRK2, CSNK1E, LATS2, MAP3K10, ULK1, PKN1, MAP3K13, CSNK1G2	1696	184	19453	1.5584142996308452	1.0	0.6478599925136549	0.6380869773661063
positive regulation of cell differentiation	GOTERM_BP_DIRECT	11	0.6060606060606061	0.030135119927526943	GSK3B, RPS6KA3, SMARCD1, SOCS3, SMARCB1, SRF, CCN2, NF2, CCN1, JUNB, SMARCA4	1696	59	19453	2.1384613847137834	1.0	0.6478599925136549	0.6380869773661063
cellular response to calcium ion	GOTERM_BP_DIRECT	15	0.8264462809917356	0.030228163130789718	CPNE8, EDN1, JUND, DMTN, NFATC2, INHBB, RASAL1, CDKN2AIP, ITPKC, TUBA1A, FOSB, ECT2, SLC25A23, JUNB, LGMN	1696	93	19453	1.849988587948874	1.0	0.6478599925136549	0.6380869773661063
neuron differentiation	GOTERM_BP_DIRECT	24	1.3223140495867771	0.030745001292225092	EMX1, HDAC5, WNT10A, CEBPB, FZD5, RYK, WNT7B, DNMT3A, WNT7A, CFLAR, SMARCA1, HDAC9, RTN4, MIB1, PPP1CC, AIFM1, ID1, DDIT4, XRN2, PIN1, MET, IER2, EPHA2, ATF4	1696	175	19453	1.5730188679245285	1.0	0.6535232537270581	0.6436648078718525
positive regulation of receptor internalization	GOTERM_BP_DIRECT	7	0.3856749311294766	0.03083630157035233	CD63, INSR, FMR1, DTNBP1, PICK1, SCYL2, VEGFA	1696	28	19453	2.867482311320755	1.0	0.6535232537270581	0.6436648078718525
negative regulation of cyclin-dependent protein serine/threonine kinase activity	GOTERM_BP_DIRECT	7	0.3856749311294766	0.03083630157035233	CDKN1C, CDKN1A, HHEX, LATS2, CDKN2A, NR2F2, FBXO7	1696	28	19453	2.867482311320755	1.0	0.6535232537270581	0.6436648078718525
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0312137255197996	RBM38, PLK3, CDKN1A, MDM2, TRIAP1, PML	1696	21	19453	3.2771226415094334	1.0	0.6542259161337409	0.6443568705649807
cortical cytoskeleton organization	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0312137255197996	RAC2, RHOF, RHOD, RND3, RHOB, RND1	1696	21	19453	3.2771226415094334	1.0	0.6542259161337409	0.6443568705649807
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0312137255197996	CLDN10, CLDN4, CLDN3, CLDN23, CLDN2, CLDN1	1696	21	19453	3.2771226415094334	1.0	0.6542259161337409	0.6443568705649807
intermediate filament organization	GOTERM_BP_DIRECT	12	0.6611570247933884	0.03228885358385758	DSP, KRT80, KRT19, KRT17, KRT16, KRT15, KRT23, KRT7, KLHL24, KRT10, KRT20, AGFG1	1696	68	19453	2.0241051609322978	1.0	0.6718202711006279	0.6616858134064245
positive regulation of endothelial cell migration	GOTERM_BP_DIRECT	12	0.6611570247933884	0.03228885358385758	SCARB1, GRN, EDN1, BMPR2, ANXA3, ZC3H12A, WNT7A, ITGB1BP1, PRKCA, BCAR1, RHOB, VEGFA	1696	68	19453	2.0241051609322978	1.0	0.6718202711006279	0.6616858134064245
regulation of inflammatory response	GOTERM_BP_DIRECT	16	0.8815426997245178	0.03320532690810217	SEMA7A, GRN, ANXA1, GPX4, STK39, XIAP, NR1D2, USP18, SBNO2, TMSB4X, ALOX5, PIK3AP1, MGLL, PTGES, BIRC3, BRD4	1696	103	19453	1.7817365817915367	1.0	0.6883766134657835	0.6779924021417952
actin cytoskeleton reorganization	GOTERM_BP_DIRECT	11	0.6060606060606061	0.0334419197955817	CLDN3, CXADR, ANXA1, PTK7, TRPV4, DTNBP1, MYH9, FLNA, TNIK, EZR, PDLIM4	1696	60	19453	2.1028203616352203	1.0	0.6907695099804755	0.6803492016383741
positive regulation of TORC1 signaling	GOTERM_BP_DIRECT	10	0.5509641873278237	0.034203020371541534	RRAGC, SRC, USP32, CUL3, SESN2, PIM1, EP300, FNIP2, GPR137B, RBX1	1696	52	19453	2.2057556240928884	1.0	0.7038885099710792	0.6932703005591316
JAK-STAT cascade	GOTERM_BP_DIRECT	9	0.4958677685950413	0.034323979261876865	STAT5A, IFNAR2, SOCS3, STAT1, CLCF1, STAT6, TYK2, PRLR, JAK1	1696	44	19453	2.3461218910806174	1.0	0.7038885099710792	0.6932703005591316
macromolecular complex assembly	GOTERM_BP_DIRECT	21	1.1570247933884297	0.0345096688619516	CARD10, DMTN, ST13, MITF, IL1RAP, DNAJC15, PML, TAPBP, PARD6B, OCLN, PARD3, MDM2, FAS, SNX9, KNTC1, HES1, SOX9, NUPR1, BID, TEAD1, PICALM	1696	149	19453	1.6165672090667342	1.0	0.7051599361361508	0.6945225471679506
